Ref_Date,GEO,GROUP,Vector,Coordinate,Value
2006/2007,Ontario,"Social and behavioural sciences, and legal studies",v62427244,7.4,4434.000
2007/2008,Ontario,"Social and behavioural sciences, and legal studies",v62427244,7.4,4585.000
2008/2009,Ontario,"Social and behavioural sciences, and legal studies",v62427244,7.4,4779.000
2009/2010,Ontario,"Social and behavioural sciences, and legal studies",v62427244,7.4,4976.000
2010/2011,Ontario,"Social and behavioural sciences, and legal studies",v62427244,7.4,5199.000
2011/2012,Ontario,"Social and behavioural sciences, and legal studies",v62427244,7.4,5431.000
2012/2013,Ontario,"Social and behavioural sciences, and legal studies",v62427244,7.4,5675.000
2013/2014,Ontario,"Social and behavioural sciences, and legal studies",v62427244,7.4,5852.000
2014/2015,Ontario,"Social and behavioural sciences, and legal studies",v62427244,7.4,6031.000
2015/2016,Ontario,"Social and behavioural sciences, and legal studies",v62427244,7.4,6211.000
2016/2017,Ontario,"Social and behavioural sciences, and legal studies",v62427244,7.4,6463.000
2017/2018,Ontario,"Social and behavioural sciences, and legal studies",v62427244,7.4,6645.000
2006/2007,Ontario,Law,v62427245,7.5,10476.000
2007/2008,Ontario,Law,v62427245,7.5,10962.000
2008/2009,Ontario,Law,v62427245,7.5,10747.000
2009/2010,Ontario,Law,v62427245,7.5,11313.000
2010/2011,Ontario,Law,v62427245,7.5,12134.000
2011/2012,Ontario,Law,v62427245,7.5,14872.000
2012/2013,Ontario,Law,v62427245,7.5,13416.000
2013/2014,Ontario,Law,v62427245,7.5,14182.000
2014/2015,Ontario,Law,v62427245,7.5,15147.000
2015/2016,Ontario,Law,v62427245,7.5,15479.000
2016/2017,Ontario,Law,v62427245,7.5,19663.000
2017/2018,Ontario,Law,v62427245,7.5,20630.000
2006/2007,Ontario,"Business, management and public administration",v62427246,7.6,5264.000
2007/2008,Ontario,"Business, management and public administration",v62427246,7.6,6083.000
2008/2009,Ontario,"Business, management and public administration",v62427246,7.6,6419.000
2009/2010,Ontario,"Business, management and public administration",v62427246,7.6,6911.000
2010/2011,Ontario,"Business, management and public administration",v62427246,7.6,7317.000
2011/2012,Ontario,"Business, management and public administration",v62427246,7.6,8448.000
2012/2013,Ontario,"Business, management and public administration",v62427246,7.6,8469.000
2013/2014,Ontario,"Business, management and public administration",v62427246,7.6,8780.000
2014/2015,Ontario,"Business, management and public administration",v62427246,7.6,8994.000
2015/2016,Ontario,"Business, management and public administration",v62427246,7.6,9218.000
2016/2017,Ontario,"Business, management and public administration",v62427246,7.6,9577.000
2017/2018,Ontario,"Business, management and public administration",v62427246,7.6,10024.000
2006/2007,Ontario,Physical and life sciences and technologies,v62427247,7.7,4421.000
2007/2008,Ontario,Physical and life sciences and technologies,v62427247,7.7,4893.000
2008/2009,Ontario,Physical and life sciences and technologies,v62427247,7.7,5089.000
2009/2010,Ontario,Physical and life sciences and technologies,v62427247,7.7,5323.000
2010/2011,Ontario,Physical and life sciences and technologies,v62427247,7.7,5572.000
2011/2012,Ontario,Physical and life sciences and technologies,v62427247,7.7,5907.000
2012/2013,Ontario,Physical and life sciences and technologies,v62427247,7.7,6052.000
2013/2014,Ontario,Physical and life sciences and technologies,v62427247,7.7,6246.000
2014/2015,Ontario,Physical and life sciences and technologies,v62427247,7.7,6596.000
2015/2016,Ontario,Physical and life sciences and technologies,v62427247,7.7,6846.000
2016/2017,Ontario,Physical and life sciences and technologies,v62427247,7.7,7094.000
2017/2018,Ontario,Physical and life sciences and technologies,v62427247,7.7,7331.000
2006/2007,Ontario,"Mathematics, computer and information sciences",v62427248,7.8,5340.000
2007/2008,Ontario,"Mathematics, computer and information sciences",v62427248,7.8,5481.000
2008/2009,Ontario,"Mathematics, computer and information sciences",v62427248,7.8,5891.000
2009/2010,Ontario,"Mathematics, computer and information sciences",v62427248,7.8,6235.000
2010/2011,Ontario,"Mathematics, computer and information sciences",v62427248,7.8,6601.000
2011/2012,Ontario,"Mathematics, computer and information sciences",v62427248,7.8,7186.000
2012/2013,Ontario,"Mathematics, computer and information sciences",v62427248,7.8,7284.000
2013/2014,Ontario,"Mathematics, computer and information sciences",v62427248,7.8,7613.000
2014/2015,Ontario,"Mathematics, computer and information sciences",v62427248,7.8,7971.000
2015/2016,Ontario,"Mathematics, computer and information sciences",v62427248,7.8,8230.000
2016/2017,Ontario,"Mathematics, computer and information sciences",v62427248,7.8,8512.000
2017/2018,Ontario,"Mathematics, computer and information sciences",v62427248,7.8,8850.000
2006/2007,Ontario,Engineering,v62427249,7.9,6768.000
2007/2008,Ontario,Engineering,v62427249,7.9,6983.000
2008/2009,Ontario,Engineering,v62427249,7.9,7326.000
2009/2010,Ontario,Engineering,v62427249,7.9,7766.000
2010/2011,Ontario,Engineering,v62427249,7.9,8335.000
2011/2012,Ontario,Engineering,v62427249,7.9,9197.000
2012/2013,Ontario,Engineering,v62427249,7.9,9376.000
2013/2014,Ontario,Engineering,v62427249,7.9,9975.000
2014/2015,Ontario,Engineering,v62427249,7.9,10399.000
2015/2016,Ontario,Engineering,v62427249,7.9,11003.000
2016/2017,Ontario,Engineering,v62427249,7.9,11583.000
2017/2018,Ontario,Engineering,v62427249,7.9,12083.000
2006/2007,Ontario,Architecture and related technologies,v62427234,7.10,5098.000
2007/2008,Ontario,Architecture and related technologies,v62427234,7.10,5388.000
2008/2009,Ontario,Architecture and related technologies,v62427234,7.10,5810.000
2009/2010,Ontario,Architecture and related technologies,v62427234,7.10,6269.000
2010/2011,Ontario,Architecture and related technologies,v62427234,7.10,6761.000
2011/2012,Ontario,Architecture and related technologies,v62427234,7.10,7170.000
2012/2013,Ontario,Architecture and related technologies,v62427234,7.10,7140.000
2013/2014,Ontario,Architecture and related technologies,v62427234,7.10,7255.000
2014/2015,Ontario,Architecture and related technologies,v62427234,7.10,7706.000
2015/2016,Ontario,Architecture and related technologies,v62427234,7.10,8061.000
2016/2017,Ontario,Architecture and related technologies,v62427234,7.10,8322.000
2017/2018,Ontario,Architecture and related technologies,v62427234,7.10,8684.000
2006/2007,Ontario,"Agriculture, natural resources and conservation",v62427235,7.11,4386.000
2007/2008,Ontario,"Agriculture, natural resources and conservation",v62427235,7.11,4542.000
2008/2009,Ontario,"Agriculture, natural resources and conservation",v62427235,7.11,4969.000
2009/2010,Ontario,"Agriculture, natural resources and conservation",v62427235,7.11,5284.000
2010/2011,Ontario,"Agriculture, natural resources and conservation",v62427235,7.11,5385.000
2011/2012,Ontario,"Agriculture, natural resources and conservation",v62427235,7.11,5645.000
2012/2013,Ontario,"Agriculture, natural resources and conservation",v62427235,7.11,5778.000
2013/2014,Ontario,"Agriculture, natural resources and conservation",v62427235,7.11,5971.000
2014/2015,Ontario,"Agriculture, natural resources and conservation",v62427235,7.11,6146.000
2015/2016,Ontario,"Agriculture, natural resources and conservation",v62427235,7.11,6323.000
2016/2017,Ontario,"Agriculture, natural resources and conservation",v62427235,7.11,6438.000
2017/2018,Ontario,"Agriculture, natural resources and conservation",v62427235,7.11,6609.000
2007/2008,Ontario,Dentistry,v62427236,7.12,19948.000
2008/2009,Ontario,Dentistry,v62427236,7.12,20966.000
2009/2010,Ontario,Dentistry,v62427236,7.12,22639.000
2010/2011,Ontario,Dentistry,v62427236,7.12,24450.000
2011/2012,Ontario,Dentistry,v62427236,7.12,26406.000
2012/2013,Ontario,Dentistry,v62427236,7.12,28523.000
2013/2014,Ontario,Dentistry,v62427236,7.12,30339.000
2014/2015,Ontario,Dentistry,v62427236,7.12,32282.000
2015/2016,Ontario,Dentistry,v62427236,7.12,34400.000
2016/2017,Ontario,Dentistry,v62427236,7.12,36687.000
2017/2018,Ontario,Dentistry,v62427236,7.12,38516.000
2006/2007,Ontario,Medicine,v62427237,7.13,15297.000
2007/2008,Ontario,Medicine,v62427237,7.13,16003.000
2008/2009,Ontario,Medicine,v62427237,7.13,16540.000
2009/2010,Ontario,Medicine,v62427237,7.13,17380.000
2010/2011,Ontario,Medicine,v62427237,7.13,18400.000
2011/2012,Ontario,Medicine,v62427237,7.13,19462.000
2012/2013,Ontario,Medicine,v62427237,7.13,20681.000
2013/2014,Ontario,Medicine,v62427237,7.13,21637.000
2014/2015,Ontario,Medicine,v62427237,7.13,22728.000
2015/2016,Ontario,Medicine,v62427237,7.13,23770.000
2016/2017,Ontario,Medicine,v62427237,7.13,24410.000
2017/2018,Ontario,Medicine,v62427237,7.13,25541.000
2007/2008,Ontario,Nursing,v62427238,7.14,4625.000
2008/2009,Ontario,Nursing,v62427238,7.14,4803.000
2009/2010,Ontario,Nursing,v62427238,7.14,5011.000
2010/2011,Ontario,Nursing,v62427238,7.14,5235.000
2011/2012,Ontario,Nursing,v62427238,7.14,5498.000
2012/2013,Ontario,Nursing,v62427238,7.14,5678.000
2013/2014,Ontario,Nursing,v62427238,7.14,5982.000
2014/2015,Ontario,Nursing,v62427238,7.14,6209.000
2015/2016,Ontario,Nursing,v62427238,7.14,6401.000
2016/2017,Ontario,Nursing,v62427238,7.14,6573.000
2017/2018,Ontario,Nursing,v62427238,7.14,6760.000
2008/2009,Ontario,Pharmacy,v62427239,7.15,19002.000
2009/2010,Ontario,Pharmacy,v62427239,7.15,19551.000
2010/2011,Ontario,Pharmacy,v62427239,7.15,22029.000
2011/2012,Ontario,Pharmacy,v62427239,7.15,23144.000
2012/2013,Ontario,Pharmacy,v62427239,7.15,23083.000
2013/2014,Ontario,Pharmacy,v62427239,7.15,24105.000
2014/2015,Ontario,Pharmacy,v62427239,7.15,25125.000
2015/2016,Ontario,Pharmacy,v62427239,7.15,26215.000
2016/2017,Ontario,Pharmacy,v62427239,7.15,18452.000
2017/2018,Ontario,Pharmacy,v62427239,7.15,19207.000
2007/2008,Ontario,Veterinary medicine,v62427240,7.16,5108.000
2008/2009,Ontario,Veterinary medicine,v62427240,7.16,5418.000
2009/2010,Ontario,Veterinary medicine,v62427240,7.16,5749.000
2010/2011,Ontario,Veterinary medicine,v62427240,7.16,6102.000
2011/2012,Ontario,Veterinary medicine,v62427240,7.16,6479.000
2012/2013,Ontario,Veterinary medicine,v62427240,7.16,6883.000
2013/2014,Ontario,Veterinary medicine,v62427240,7.16,7197.000
2014/2015,Ontario,Veterinary medicine,v62427240,7.16,7526.000
2015/2016,Ontario,Veterinary medicine,v62427240,7.16,7869.000
2016/2017,Ontario,Veterinary medicine,v62427240,7.16,8133.000
2017/2018,Ontario,Veterinary medicine,v62427240,7.16,8540.000
2006/2007,Ontario,"Other health, parks, recreation and fitness",v62427241,7.17,6343.000
2007/2008,Ontario,"Other health, parks, recreation and fitness",v62427241,7.17,4688.000
2008/2009,Ontario,"Other health, parks, recreation and fitness",v62427241,7.17,4771.000
2009/2010,Ontario,"Other health, parks, recreation and fitness",v62427241,7.17,5020.000
2010/2011,Ontario,"Other health, parks, recreation and fitness",v62427241,7.17,5432.000
2011/2012,Ontario,"Other health, parks, recreation and fitness",v62427241,7.17,5691.000
2012/2013,Ontario,"Other health, parks, recreation and fitness",v62427241,7.17,6240.000
2013/2014,Ontario,"Other health, parks, recreation and fitness",v62427241,7.17,6588.000
2014/2015,Ontario,"Other health, parks, recreation and fitness",v62427241,7.17,6847.000
2015/2016,Ontario,"Other health, parks, recreation and fitness",v62427241,7.17,7069.000
2016/2017,Ontario,"Other health, parks, recreation and fitness",v62427241,7.17,7320.000
2017/2018,Ontario,"Other health, parks, recreation and fitness",v62427241,7.17,7560.000
2014/2014,Ontario,"Personal, protective and transportation services",v114648202,7.18,..
2015/2015,Ontario,"Personal, protective and transportation services",v114648202,7.18,..
2016/2017,Ontario,"Personal, protective and transportation services",v114648202,7.18,6747.000
2017/2018,Ontario,"Personal, protective and transportation services",v114648202,7.18,6954.000
2006/2007,Manitoba,Education,v62427250,8.1,2911.000
2007/2008,Manitoba,Education,v62427250,8.1,2922.000
2008/2009,Manitoba,Education,v62427250,8.1,2861.000
2009/2010,Manitoba,Education,v62427250,8.1,2981.000
2010/2011,Manitoba,Education,v62427250,8.1,3129.000
2011/2012,Manitoba,Education,v62427250,8.1,3167.000
2012/2013,Manitoba,Education,v62427250,8.1,3219.000
2013/2014,Manitoba,Education,v62427250,8.1,3272.000
2014/2015,Manitoba,Education,v62427250,8.1,3352.000
2015/2016,Manitoba,Education,v62427250,8.1,3418.000
2016/2017,Manitoba,Education,v62427250,8.1,3606.000
2017/2018,Manitoba,Education,v62427250,8.1,3652.000
2006/2007,Manitoba,"Visual and performing arts, and communications technologies",v62427258,8.2,3527.000
2007/2008,Manitoba,"Visual and performing arts, and communications technologies",v62427258,8.2,3500.000
2008/2009,Manitoba,"Visual and performing arts, and communications technologies",v62427258,8.2,3236.000
2009/2010,Manitoba,"Visual and performing arts, and communications technologies",v62427258,8.2,3318.000
2010/2011,Manitoba,"Visual and performing arts, and communications technologies",v62427258,8.2,3489.000
2011/2012,Manitoba,"Visual and performing arts, and communications technologies",v62427258,8.2,3527.000
2012/2013,Manitoba,"Visual and performing arts, and communications technologies",v62427258,8.2,3512.000
2013/2014,Manitoba,"Visual and performing arts, and communications technologies",v62427258,8.2,3560.000
2014/2015,Manitoba,"Visual and performing arts, and communications technologies",v62427258,8.2,3626.000
2015/2016,Manitoba,"Visual and performing arts, and communications technologies",v62427258,8.2,3698.000
2016/2017,Manitoba,"Visual and performing arts, and communications technologies",v62427258,8.2,3864.000
2017/2018,Manitoba,"Visual and performing arts, and communications technologies",v62427258,8.2,3915.000
2006/2007,Manitoba,Humanities,v62427259,8.3,3136.000
2007/2008,Manitoba,Humanities,v62427259,8.3,2897.000
2008/2009,Manitoba,Humanities,v62427259,8.3,2811.000
2009/2010,Manitoba,Humanities,v62427259,8.3,2929.000
2010/2011,Manitoba,Humanities,v62427259,8.3,3084.000
2011/2012,Manitoba,Humanities,v62427259,8.3,3115.000
2012/2013,Manitoba,Humanities,v62427259,8.3,3223.000
2013/2014,Manitoba,Humanities,v62427259,8.3,3279.000
2014/2015,Manitoba,Humanities,v62427259,8.3,3360.000
2015/2016,Manitoba,Humanities,v62427259,8.3,3444.000
2016/2017,Manitoba,Humanities,v62427259,8.3,3539.000
2017/2018,Manitoba,Humanities,v62427259,8.3,3585.000
2006/2007,Manitoba,"Social and behavioural sciences, and legal studies",v62427260,8.4,2879.000
2007/2008,Manitoba,"Social and behavioural sciences, and legal studies",v62427260,8.4,2874.000
2008/2009,Manitoba,"Social and behavioural sciences, and legal studies",v62427260,8.4,2826.000
2009/2010,Manitoba,"Social and behavioural sciences, and legal studies",v62427260,8.4,2939.000
2010/2011,Manitoba,"Social and behavioural sciences, and legal studies",v62427260,8.4,3097.000
2011/2012,Manitoba,"Social and behavioural sciences, and legal studies",v62427260,8.4,3127.000
2012/2013,Manitoba,"Social and behavioural sciences, and legal studies",v62427260,8.4,3224.000
2013/2014,Manitoba,"Social and behavioural sciences, and legal studies",v62427260,8.4,3287.000
2014/2015,Manitoba,"Social and behavioural sciences, and legal studies",v62427260,8.4,3360.000
2015/2016,Manitoba,"Social and behavioural sciences, and legal studies",v62427260,8.4,3448.000
2016/2017,Manitoba,"Social and behavioural sciences, and legal studies",v62427260,8.4,3553.000
2017/2018,Manitoba,"Social and behavioural sciences, and legal studies",v62427260,8.4,3599.000
2006/2007,Manitoba,Law,v62427261,8.5,7592.000
2007/2008,Manitoba,Law,v62427261,8.5,7594.000
2008/2009,Manitoba,Law,v62427261,8.5,7611.000
2009/2010,Manitoba,Law,v62427261,8.5,8203.000
2010/2011,Manitoba,Law,v62427261,8.5,8611.000
2011/2012,Manitoba,Law,v62427261,8.5,8700.000
2012/2013,Manitoba,Law,v62427261,8.5,8949.000
2013/2014,Manitoba,Law,v62427261,8.5,9086.000
2014/2015,Manitoba,Law,v62427261,8.5,9302.000
2015/2016,Manitoba,Law,v62427261,8.5,9483.000
2016/2017,Manitoba,Law,v62427261,8.5,9596.000
2017/2018,Manitoba,Law,v62427261,8.5,9721.000
2006/2007,Manitoba,"Business, management and public administration",v62427262,8.6,3432.000
2007/2008,Manitoba,"Business, management and public administration",v62427262,8.6,3392.000
2008/2009,Manitoba,"Business, management and public administration",v62427262,8.6,3625.000
2009/2010,Manitoba,"Business, management and public administration",v62427262,8.6,3777.000
2010/2011,Manitoba,"Business, management and public administration",v62427262,8.6,3975.000
2011/2012,Manitoba,"Business, management and public administration",v62427262,8.6,3981.000
2012/2013,Manitoba,"Business, management and public administration",v62427262,8.6,3958.000
2013/2014,Manitoba,"Business, management and public administration",v62427262,8.6,4000.000
2014/2015,Manitoba,"Business, management and public administration",v62427262,8.6,3904.000
2015/2016,Manitoba,"Business, management and public administration",v62427262,8.6,3996.000
2016/2017,Manitoba,"Business, management and public administration",v62427262,8.6,4096.000
2017/2018,Manitoba,"Business, management and public administration",v62427262,8.6,4177.000
2006/2007,Manitoba,Physical and life sciences and technologies,v62427263,8.7,3066.000
2007/2008,Manitoba,Physical and life sciences and technologies,v62427263,8.7,3093.000
2008/2009,Manitoba,Physical and life sciences and technologies,v62427263,8.7,3137.000
2009/2010,Manitoba,Physical and life sciences and technologies,v62427263,8.7,3300.000
2010/2011,Manitoba,Physical and life sciences and technologies,v62427263,8.7,3466.000
2011/2012,Manitoba,Physical and life sciences and technologies,v62427263,8.7,3502.000
2012/2013,Manitoba,Physical and life sciences and technologies,v62427263,8.7,3582.000
2013/2014,Manitoba,Physical and life sciences and technologies,v62427263,8.7,3643.000
2014/2015,Manitoba,Physical and life sciences and technologies,v62427263,8.7,3736.000
2015/2016,Manitoba,Physical and life sciences and technologies,v62427263,8.7,3803.000
2016/2017,Manitoba,Physical and life sciences and technologies,v62427263,8.7,3814.000
2017/2018,Manitoba,Physical and life sciences and technologies,v62427263,8.7,3864.000
2006/2007,Manitoba,"Mathematics, computer and information sciences",v62427264,8.8,3166.000
2007/2008,Manitoba,"Mathematics, computer and information sciences",v62427264,8.8,3075.000
2008/2009,Manitoba,"Mathematics, computer and information sciences",v62427264,8.8,3117.000
2009/2010,Manitoba,"Mathematics, computer and information sciences",v62427264,8.8,3272.000
2010/2011,Manitoba,"Mathematics, computer and information sciences",v62427264,8.8,3439.000
2011/2012,Manitoba,"Mathematics, computer and information sciences",v62427264,8.8,3476.000
2012/2013,Manitoba,"Mathematics, computer and information sciences",v62427264,8.8,3577.000
2013/2014,Manitoba,"Mathematics, computer and information sciences",v62427264,8.8,3648.000
2014/2015,Manitoba,"Mathematics, computer and information sciences",v62427264,8.8,3724.000
2015/2016,Manitoba,"Mathematics, computer and information sciences",v62427264,8.8,3801.000
2016/2017,Manitoba,"Mathematics, computer and information sciences",v62427264,8.8,3778.000
2017/2018,Manitoba,"Mathematics, computer and information sciences",v62427264,8.8,3827.000
2006/2007,Manitoba,Engineering,v62427265,8.9,4096.000
2007/2008,Manitoba,Engineering,v62427265,8.9,5119.000
2008/2009,Manitoba,Engineering,v62427265,8.9,5081.000
2009/2010,Manitoba,Engineering,v62427265,8.9,5128.000
2010/2011,Manitoba,Engineering,v62427265,8.9,5211.000
2011/2012,Manitoba,Engineering,v62427265,8.9,5081.000
2012/2013,Manitoba,Engineering,v62427265,8.9,5102.000
2013/2014,Manitoba,Engineering,v62427265,8.9,5185.000
2014/2015,Manitoba,Engineering,v62427265,8.9,5319.000
2015/2016,Manitoba,Engineering,v62427265,8.9,5432.000
2016/2017,Manitoba,Engineering,v62427265,8.9,5506.000
2017/2018,Manitoba,Engineering,v62427265,8.9,5577.000
2006/2007,Manitoba,Architecture and related technologies,v62427251,8.10,3489.000
2007/2008,Manitoba,Architecture and related technologies,v62427251,8.10,3482.000
2008/2009,Manitoba,Architecture and related technologies,v62427251,8.10,3488.000
2009/2010,Manitoba,Architecture and related technologies,v62427251,8.10,3643.000
2010/2011,Manitoba,Architecture and related technologies,v62427251,8.10,3826.000
2011/2012,Manitoba,Architecture and related technologies,v62427251,8.10,3785.000
2012/2013,Manitoba,Architecture and related technologies,v62427251,8.10,3891.000
2013/2014,Manitoba,Architecture and related technologies,v62427251,8.10,3952.000
2014/2015,Manitoba,Architecture and related technologies,v62427251,8.10,4048.000
2015/2016,Manitoba,Architecture and related technologies,v62427251,8.10,4124.000
2016/2017,Manitoba,Architecture and related technologies,v62427251,8.10,4175.000
2017/2018,Manitoba,Architecture and related technologies,v62427251,8.10,4229.000
2006/2007,Manitoba,"Agriculture, natural resources and conservation",v62427252,8.11,3305.000
2007/2008,Manitoba,"Agriculture, natural resources and conservation",v62427252,8.11,3312.000
2008/2009,Manitoba,"Agriculture, natural resources and conservation",v62427252,8.11,3325.000
2009/2010,Manitoba,"Agriculture, natural resources and conservation",v62427252,8.11,3478.000
2010/2011,Manitoba,"Agriculture, natural resources and conservation",v62427252,8.11,3639.000
2011/2012,Manitoba,"Agriculture, natural resources and conservation",v62427252,8.11,3668.000
2012/2013,Manitoba,"Agriculture, natural resources and conservation",v62427252,8.11,3761.000
2013/2014,Manitoba,"Agriculture, natural resources and conservation",v62427252,8.11,3818.000
2014/2015,Manitoba,"Agriculture, natural resources and conservation",v62427252,8.11,3933.000
2015/2016,Manitoba,"Agriculture, natural resources and conservation",v62427252,8.11,3993.000
2016/2017,Manitoba,"Agriculture, natural resources and conservation",v62427252,8.11,4032.000
2017/2018,Manitoba,"Agriculture, natural resources and conservation",v62427252,8.11,4084.000
2007/2008,Manitoba,Dentistry,v62427253,8.12,11950.000
2008/2009,Manitoba,Dentistry,v62427253,8.12,11950.000
2009/2010,Manitoba,Dentistry,v62427253,8.12,12488.000
2010/2011,Manitoba,Dentistry,v62427253,8.12,14986.000
2011/2012,Manitoba,Dentistry,v62427253,8.12,17983.000
2012/2013,Manitoba,Dentistry,v62427253,8.12,18486.000
2013/2014,Manitoba,Dentistry,v62427253,8.12,18782.000
2014/2015,Manitoba,Dentistry,v62427253,8.12,19233.000
2015/2016,Manitoba,Dentistry,v62427253,8.12,19832.000
2016/2017,Manitoba,Dentistry,v62427253,8.12,20070.000
2017/2018,Manitoba,Dentistry,v62427253,8.12,20331.000
2006/2007,Manitoba,Medicine,v62427254,8.13,6550.000
2007/2008,Manitoba,Medicine,v62427254,8.13,6550.000
2008/2009,Manitoba,Medicine,v62427254,8.13,6550.000
2009/2010,Manitoba,Medicine,v62427254,8.13,6845.000
2010/2011,Manitoba,Medicine,v62427254,8.13,7187.000
2011/2012,Manitoba,Medicine,v62427254,8.13,7259.000
2012/2013,Manitoba,Medicine,v62427254,8.13,7462.000
2013/2014,Manitoba,Medicine,v62427254,8.13,7582.000
2014/2015,Manitoba,Medicine,v62427254,8.13,7764.000
2015/2016,Manitoba,Medicine,v62427254,8.13,8084.000
2016/2016,Manitoba,Medicine,v62427254,8.13,..
2017/2017,Manitoba,Medicine,v62427254,8.13,..
2007/2008,Manitoba,Nursing,v62427255,8.14,3301.000
2008/2009,Manitoba,Nursing,v62427255,8.14,3460.000
2009/2010,Manitoba,Nursing,v62427255,8.14,3562.000
2010/2011,Manitoba,Nursing,v62427255,8.14,3746.000
2011/2012,Manitoba,Nursing,v62427255,8.14,3818.000
2012/2013,Manitoba,Nursing,v62427255,8.14,3931.000
2013/2014,Manitoba,Nursing,v62427255,8.14,4006.000
2014/2015,Manitoba,Nursing,v62427255,8.14,4076.000
2015/2016,Manitoba,Nursing,v62427255,8.14,5033.000
2016/2017,Manitoba,Nursing,v62427255,8.14,5052.000
2017/2018,Manitoba,Nursing,v62427255,8.14,5165.000
2007/2008,Manitoba,Pharmacy,v62427256,8.15,5548.000
2008/2009,Manitoba,Pharmacy,v62427256,8.15,5556.000
2009/2010,Manitoba,Pharmacy,v62427256,8.15,5890.000
2010/2011,Manitoba,Pharmacy,v62427256,8.15,6194.000
2011/2012,Manitoba,Pharmacy,v62427256,8.15,6131.000
2012/2013,Manitoba,Pharmacy,v62427256,8.15,6294.000
2013/2014,Manitoba,Pharmacy,v62427256,8.15,6780.000
2014/2015,Manitoba,Pharmacy,v62427256,8.15,7582.000
2015/2016,Manitoba,Pharmacy,v62427256,8.15,7768.000
2016/2017,Manitoba,Pharmacy,v62427256,8.15,7863.000
2017/2018,Manitoba,Pharmacy,v62427256,8.15,7965.000
2006/2007,Manitoba,"Other health, parks, recreation and fitness",v62427257,8.17,2780.000
2007/2008,Manitoba,"Other health, parks, recreation and fitness",v62427257,8.17,3466.000
2008/2009,Manitoba,"Other health, parks, recreation and fitness",v62427257,8.17,3294.000
2009/2010,Manitoba,"Other health, parks, recreation and fitness",v62427257,8.17,3346.000
2010/2011,Manitoba,"Other health, parks, recreation and fitness",v62427257,8.17,3618.000
2011/2012,Manitoba,"Other health, parks, recreation and fitness",v62427257,8.17,3639.000
2012/2013,Manitoba,"Other health, parks, recreation and fitness",v62427257,8.17,3433.000
2013/2014,Manitoba,"Other health, parks, recreation and fitness",v62427257,8.17,3484.000
2014/2015,Manitoba,"Other health, parks, recreation and fitness",v62427257,8.17,3554.000
2015/2016,Manitoba,"Other health, parks, recreation and fitness",v62427257,8.17,3636.000
2016/2017,Manitoba,"Other health, parks, recreation and fitness",v62427257,8.17,3876.000
2017/2018,Manitoba,"Other health, parks, recreation and fitness",v62427257,8.17,3926.000
2014/2014,Manitoba,"Personal, protective and transportation services",v114648203,8.18,..
2015/2015,Manitoba,"Personal, protective and transportation services",v114648203,8.18,..
2016/2017,Manitoba,"Personal, protective and transportation services",v114648203,8.18,3663.000
2017/2018,Manitoba,"Personal, protective and transportation services",v114648203,8.18,3709.000
2006/2007,Saskatchewan,Education,v62427266,9.1,4481.000
2007/2008,Saskatchewan,Education,v62427266,9.1,4479.000
2008/2009,Saskatchewan,Education,v62427266,9.1,4479.000
2009/2010,Saskatchewan,Education,v62427266,9.1,4615.000
2010/2011,Saskatchewan,Education,v62427266,9.1,4834.000
2011/2012,Saskatchewan,Education,v62427266,9.1,5113.000
2012/2013,Saskatchewan,Education,v62427266,9.1,5361.000
2013/2014,Saskatchewan,Education,v62427266,9.1,5588.000
2014/2015,Saskatchewan,Education,v62427266,9.1,5795.000
2015/2016,Saskatchewan,Education,v62427266,9.1,5967.000
2016/2017,Saskatchewan,Education,v62427266,9.1,6187.000
2017/2018,Saskatchewan,Education,v62427266,9.1,6355.000
2006/2007,Saskatchewan,"Visual and performing arts, and communications technologies",v62427274,9.2,4410.000
2007/2008,Saskatchewan,"Visual and performing arts, and communications technologies",v62427274,9.2,4413.000
2008/2009,Saskatchewan,"Visual and performing arts, and communications technologies",v62427274,9.2,4414.000
2009/2010,Saskatchewan,"Visual and performing arts, and communications technologies",v62427274,9.2,4548.000
2010/2011,Saskatchewan,"Visual and performing arts, and communications technologies",v62427274,9.2,4762.000
2011/2012,Saskatchewan,"Visual and performing arts, and communications technologies",v62427274,9.2,5213.000
2012/2013,Saskatchewan,"Visual and performing arts, and communications technologies",v62427274,9.2,5394.000
2013/2014,Saskatchewan,"Visual and performing arts, and communications technologies",v62427274,9.2,5669.000
2014/2015,Saskatchewan,"Visual and performing arts, and communications technologies",v62427274,9.2,5909.000
2015/2016,Saskatchewan,"Visual and performing arts, and communications technologies",v62427274,9.2,6169.000
2016/2017,Saskatchewan,"Visual and performing arts, and communications technologies",v62427274,9.2,6387.000
2017/2018,Saskatchewan,"Visual and performing arts, and communications technologies",v62427274,9.2,6543.000
2006/2007,Saskatchewan,Humanities,v62427275,9.3,4410.000
2007/2008,Saskatchewan,Humanities,v62427275,9.3,4409.000
2008/2009,Saskatchewan,Humanities,v62427275,9.3,4414.000
2009/2010,Saskatchewan,Humanities,v62427275,9.3,4548.000
2010/2011,Saskatchewan,Humanities,v62427275,9.3,4756.000
2011/2012,Saskatchewan,Humanities,v62427275,9.3,4951.000
2012/2013,Saskatchewan,Humanities,v62427275,9.3,5182.000
2013/2014,Saskatchewan,Humanities,v62427275,9.3,5450.000
2014/2015,Saskatchewan,Humanities,v62427275,9.3,5647.000
